SAMPID	SMTSD
GTEX-131XW-0011-R11a-SM-5DUV9	Brain - Cerebellar Hemisphere
GTEX-131YS-0011-R11b-SM-5EGLM	Brain - Cerebellar Hemisphere
GTEX-132Q8-0011-R11b-SM-5DUW9	Brain - Cerebellar Hemisphere
GTEX-1399T-0011-R11a-SM-5J2O1	Brain - Cerebellar Hemisphere
GTEX-139TT-0011-R11b-SM-5LZV1	Brain - Cerebellar Hemisphere
GTEX-139UW-0011-R11a-SM-5IJGN	Brain - Cerebellar Hemisphere
GTEX-13CF2-0011-R11b-SM-5LZXO	Brain - Cerebellar Hemisphere
GTEX-13CZV-0011-R11b-SM-5N9FN	Brain - Cerebellar Hemisphere
GTEX-13FHO-0011-R11b-SM-5LZYQ	Brain - Cerebellar Hemisphere
GTEX-13FHP-0011-R11b-SM-5LZXP	Brain - Cerebellar Hemisphere
GTEX-13FLV-0011-R11a-SM-5LZZ7	Brain - Cerebellar Hemisphere
GTEX-13FTY-0011-R11a-SM-5IJEA	Brain - Cerebellar Hemisphere
GTEX-13FXS-0011-R11a-SM-5L3DM	Brain - Cerebellar Hemisphere
GTEX-13G51-0011-R11b-SM-5J2NE	Brain - Cerebellar Hemisphere
GTEX-13JUV-0011-R11a-SM-5LZYH	Brain - Cerebellar Hemisphere
GTEX-13JVG-0011-R11a-SM-5KM53	Brain - Cerebellar Hemisphere
GTEX-13N2G-0011-R11a-SM-5MR3F	Brain - Cerebellar Hemisphere
GTEX-13NYB-0011-R11a-SM-5KM3Q	Brain - Cerebellar Hemisphere
GTEX-13NYS-0011-R11b-SM-5MR4P	Brain - Cerebellar Hemisphere
GTEX-13NZA-0011-R11b-SM-5KM4W	Brain - Cerebellar Hemisphere
GTEX-13O3O-0011-R11b-SM-5KM4G	Brain - Cerebellar Hemisphere
GTEX-13O3Q-0011-R11b-SM-5KM2W	Brain - Cerebellar Hemisphere
GTEX-13OVH-0011-R11b-SM-5KM4X	Brain - Cerebellar Hemisphere
GTEX-13OVJ-0011-R11a-SM-5P9H8	Brain - Cerebellar Hemisphere
GTEX-13OVL-0011-R11b-SM-5L3G7	Brain - Cerebellar Hemisphere
GTEX-13OW5-0011-R11b-SM-5L3GG	Brain - Cerebellar Hemisphere
GTEX-13OW6-0011-R11a-SM-5L3H2	Brain - Cerebellar Hemisphere
GTEX-13OW7-0011-R11a-SM-5O9DY	Brain - Cerebellar Hemisphere
GTEX-13OW8-0011-R11a-SM-5L3GT	Brain - Cerebellar Hemisphere
GTEX-13PLJ-0011-R11b-SM-5O9BS	Brain - Cerebellar Hemisphere
GTEX-13PVQ-0011-R11a-SM-5O9DU	Brain - Cerebellar Hemisphere
GTEX-13QIC-0011-R11b-SM-5O9BU	Brain - Cerebellar Hemisphere
GTEX-13RTJ-0011-R11a-SM-5O9CK	Brain - Cerebellar Hemisphere
GTEX-13S7M-0011-R11b-SM-5P9HU	Brain - Cerebellar Hemisphere
GTEX-13SLW-0011-R11a-SM-5SI8Q	Brain - Cerebellar Hemisphere
GTEX-13SLX-0011-R11b-SM-5O9C8	Brain - Cerebellar Hemisphere
GTEX-13VXU-0011-R11b-SM-5O9DJ	Brain - Cerebellar Hemisphere
GTEX-13X6I-0011-R11a-SM-5P9HN	Brain - Cerebellar Hemisphere
GTEX-13X6J-0011-R11a-SM-5P9HE	Brain - Cerebellar Hemisphere
GTEX-13X6K-0011-R11a-SM-5P9F5	Brain - Cerebellar Hemisphere
GTEX-144GL-0011-R11b-SM-5P9F6	Brain - Cerebellar Hemisphere
GTEX-145LU-0011-R11b-SM-5P9JX	Brain - Cerebellar Hemisphere
GTEX-145MH-0011-R11a-SM-5P9HQ	Brain - Cerebellar Hemisphere
GTEX-145MI-0011-R11a-SM-5P9JZ	Brain - Cerebellar Hemisphere
GTEX-14ABY-0011-R11a-SM-5SI7C	Brain - Cerebellar Hemisphere
GTEX-14BIM-0011-R11b-SM-5S2RN	Brain - Cerebellar Hemisphere
GTEX-14BIN-0011-R11a-SM-5SI79	Brain - Cerebellar Hemisphere
GTEX-N7MS-0011-R11A-SM-2HMJS	Brain - Cerebellar Hemisphere
GTEX-NL3H-0011-R11A-SM-2I3E6	Brain - Cerebellar Hemisphere
GTEX-NL4W-0011-R11A-SM-2I3DW	Brain - Cerebellar Hemisphere
GTEX-NPJ7-0011-R11A-SM-2I3E8	Brain - Cerebellar Hemisphere
GTEX-NPJ8-0011-R11A-SM-2YUMS	Brain - Cerebellar Hemisphere
GTEX-OHPN-0011-R11A-SM-2I5FM	Brain - Cerebellar Hemisphere
GTEX-P44H-0011-R11A-SM-2XCER	Brain - Cerebellar Hemisphere
GTEX-Q2AG-0011-R11A-SM-2HMKZ	Brain - Cerebellar Hemisphere
GTEX-QDT8-0011-R11A-SM-32PKD	Brain - Cerebellar Hemisphere
GTEX-QMR6-0011-R11A-SM-32PKK	Brain - Cerebellar Hemisphere
GTEX-R55E-0011-R11A-SM-2TC6I	Brain - Cerebellar Hemisphere
GTEX-RU72-0011-R11A-SM-5SI8G	Brain - Cerebellar Hemisphere
GTEX-RVPV-0011-R11A-SM-2TF6F	Brain - Cerebellar Hemisphere
GTEX-S7SE-0011-R11A-SM-2XCDD	Brain - Cerebellar Hemisphere
GTEX-T2IS-0011-R11A-SM-32QPC	Brain - Cerebellar Hemisphere
GTEX-T5JC-0011-R11A-SM-32PMB	Brain - Cerebellar Hemisphere
GTEX-T6MN-0011-R11A-SM-32QOX	Brain - Cerebellar Hemisphere
GTEX-TSE9-0011-R11A-SM-3DB7N	Brain - Cerebellar Hemisphere
GTEX-UTHO-0011-R11A-SM-3GIJE	Brain - Cerebellar Hemisphere
GTEX-WHSE-0011-R11A-SM-3P5YY	Brain - Cerebellar Hemisphere
GTEX-WL46-0011-R11A-SM-3MJFT	Brain - Cerebellar Hemisphere
GTEX-WVLH-0011-R11A-SM-3MJFO	Brain - Cerebellar Hemisphere
GTEX-WWYW-0011-R11A-SM-3NB38	Brain - Cerebellar Hemisphere
GTEX-WZTO-0011-R11A-SM-4E3K9	Brain - Cerebellar Hemisphere
GTEX-X261-0011-R11A-SM-4E3JY	Brain - Cerebellar Hemisphere
GTEX-X4EP-0011-R11B-SM-4QASK	Brain - Cerebellar Hemisphere
GTEX-X4XX-0011-R11A-SM-46MWQ	Brain - Cerebellar Hemisphere
GTEX-X585-0011-R11B-SM-46MUZ	Brain - Cerebellar Hemisphere
GTEX-XMD1-0011-R11A-SM-4AT5J	Brain - Cerebellar Hemisphere
GTEX-XOTO-0011-R11B-SM-4B64O	Brain - Cerebellar Hemisphere
GTEX-Y8DK-0011-R11A-SM-4SOK2	Brain - Cerebellar Hemisphere
GTEX-YFC4-0011-R11a-SM-4SOK6	Brain - Cerebellar Hemisphere
GTEX-YJ89-0011-R11a-SM-4SOKA	Brain - Cerebellar Hemisphere
GTEX-Z93S-0011-R11a-SM-4RGNN	Brain - Cerebellar Hemisphere
GTEX-ZAB4-0011-R11a-SM-4SOKI	Brain - Cerebellar Hemisphere
GTEX-ZDXO-0011-R11a-SM-4WWD9	Brain - Cerebellar Hemisphere
GTEX-ZE7O-0011-R11a-SM-57WBC	Brain - Cerebellar Hemisphere
GTEX-ZF28-0011-R11a-SM-4WWEI	Brain - Cerebellar Hemisphere
GTEX-ZUA1-0011-R11b-SM-51MTI	Brain - Cerebellar Hemisphere
GTEX-ZVT3-0011-R11b-SM-57WBI	Brain - Cerebellar Hemisphere
GTEX-ZVZQ-0011-R11a-SM-51MS6	Brain - Cerebellar Hemisphere
GTEX-111FC-3326-SM-5GZYV	Brain - Cerebellum
GTEX-1128S-2826-SM-5N9DI	Brain - Cerebellum
GTEX-117XS-3126-SM-5GIDP	Brain - Cerebellum
GTEX-1192X-3226-SM-5987D	Brain - Cerebellum
GTEX-11DXW-1026-SM-5H11K	Brain - Cerebellum
GTEX-11DXY-3126-SM-5N9BT	Brain - Cerebellum
GTEX-11DYG-2926-SM-5H132	Brain - Cerebellum
GTEX-11DZ1-2926-SM-5A5KI	Brain - Cerebellum
GTEX-11EI6-2926-SM-5985U	Brain - Cerebellum
GTEX-11EMC-3326-SM-5P9JH	Brain - Cerebellum
GTEX-11GSO-3026-SM-5Q5AL	Brain - Cerebellum
GTEX-11GSP-3126-SM-5A5LL	Brain - Cerebellum
GTEX-11NUK-3026-SM-5986K	Brain - Cerebellum
GTEX-11NV4-2226-SM-5BC4T	Brain - Cerebellum
GTEX-11O72-2826-SM-5HL6W	Brain - Cerebellum
GTEX-11OF3-2926-SM-5HL78	Brain - Cortex
GTEX-11ONC-3026-SM-5985W	Brain - Cerebellum
GTEX-11PRG-2826-SM-5BC54	Brain - Cerebellum
GTEX-11TTK-2826-SM-5GU5K	Brain - Cerebellum
GTEX-11ZTS-3226-SM-5EGID	Brain - Cerebellum
GTEX-11ZUS-2826-SM-5EQKW	Brain - Cerebellum
GTEX-11ZVC-3026-SM-59HJM	Brain - Cerebellum
GTEX-12126-0926-SM-5FQTW	Brain - Cerebellum
GTEX-1269C-3126-SM-5EGI6	Brain - Cerebellum
GTEX-12WSB-3026-SM-59HKM	Brain - Cerebellum
GTEX-12WSC-2926-SM-5BC5Z	Brain - Cerebellum
GTEX-12WSD-3026-SM-5LZU7	Brain - Cerebellum
GTEX-12WSE-2926-SM-5RQJ9	Brain - Cerebellum
GTEX-12WSH-3126-SM-5LZW8	Brain - Cerebellum
GTEX-12WSM-2126-SM-5GCOC	Brain - Cerebellum
GTEX-12ZZX-2826-SM-5BC6K	Brain - Cerebellum
GTEX-12ZZY-2926-SM-5DUXO	Brain - Cerebellum
GTEX-12ZZZ-3126-SM-5LZU6	Brain - Cerebellum
GTEX-13112-2926-SM-5DUWT	Brain - Cerebellum
GTEX-1313W-3026-SM-5LZUZ	Brain - Cerebellum
GTEX-131XH-2926-SM-5LZU4	Brain - Cerebellum
GTEX-131YS-3026-SM-5EGHY	Brain - Cerebellum
GTEX-132Q8-2926-SM-5IFFP	Brain - Cerebellum
GTEX-1399T-3126-SM-5IJFS	Brain - Cerebellum
GTEX-139TS-3126-SM-5LZWX	Brain - Cerebellum
GTEX-139TT-2626-SM-5LZUB	Brain - Cerebellum
GTEX-13CF2-3026-SM-5IFFX	Brain - Cerebellum
GTEX-13FHO-2926-SM-5L3ES	Brain - Cerebellum
GTEX-13FHP-2926-SM-5IJG9	Brain - Cerebellum
GTEX-13FXS-3026-SM-5LZYO	Brain - Cerebellum
GTEX-13G51-3126-SM-5IJG7	Brain - Cerebellum
GTEX-13JUV-3026-SM-5K7WX	Brain - Cerebellum
GTEX-13JVG-3226-SM-5IJGJ	Brain - Cerebellum
GTEX-13N2G-3126-SM-5IJGL	Brain - Cerebellum
GTEX-13NYB-3226-SM-5J2ND	Brain - Cerebellum
GTEX-13O3O-3026-SM-5KM42	Brain - Cerebellum
GTEX-13O3Q-3026-SM-5IJGD	Brain - Cerebellum
GTEX-13OVH-2926-SM-5IJFH	Brain - Cerebellum
GTEX-13OVJ-2726-SM-5IJG6	Brain - Cerebellum
GTEX-13OVL-3026-SM-5IJF1	Brain - Cerebellum
GTEX-13OW5-3126-SM-5MR3Y	Brain - Cerebellum
GTEX-13OW6-2926-SM-5KM29	Brain - Cerebellum
GTEX-13OW7-2926-SM-5MR3Z	Brain - Cerebellum
GTEX-13OW8-2926-SM-5L3FV	Brain - Cerebellum
GTEX-13PVQ-2926-SM-5L3HJ	Brain - Cerebellum
GTEX-13QIC-3026-SM-5LU58	Brain - Cerebellum
GTEX-13RTJ-3126-SM-5S2Q4	Brain - Cerebellum
GTEX-13S7M-3026-SM-5S2QQ	Brain - Cerebellum
GTEX-13VXU-3026-SM-5LU3K	Brain - Cerebellum
GTEX-13X6I-2926-SM-5Q5C3	Brain - Cerebellum
GTEX-13X6K-2826-SM-5O9DS	Brain - Cerebellum
GTEX-144GL-2926-SM-5O99F	Brain - Cerebellum
GTEX-145LS-3026-SM-5O99S	Brain - Cerebellum
GTEX-145LU-2626-SM-5LU9Z	Brain - Cerebellum
GTEX-145MG-3126-SM-5Q5D3	Brain - Cerebellum
GTEX-145MH-2926-SM-5Q5D2	Brain - Cerebellum
GTEX-147F4-3026-SM-5Q5BJ	Brain - Cerebellum
GTEX-14A5I-2826-SM-5SIBF	Brain - Cerebellum
GTEX-14ASI-2926-SM-5Q5DG	Brain - Cerebellum
GTEX-14BIM-3126-SM-5Q5C7	Brain - Cerebellum
GTEX-14BIN-3326-SM-5Q5E6	Brain - Cerebellum
GTEX-14C5O-2926-SM-5RQI1	Brain - Cerebellum
GTEX-14DAQ-3026-SM-5S2QZ	Brain - Cerebellum
GTEX-14E7W-2926-SM-5S2R8	Brain - Cerebellum
GTEX-N7MS-2526-SM-2D7W3	Brain - Cerebellum
GTEX-N7MT-1226-SM-2D7W4	Brain - Cerebellum
GTEX-NPJ7-2826-SM-2I3FU	Brain - Cerebellum
GTEX-NPJ8-2626-SM-2D7W2	Brain - Cerebellum
GTEX-P44H-2426-SM-2XCEJ	Brain - Cerebellum
GTEX-PVOW-2626-SM-32PL8	Brain - Cerebellum
GTEX-PWO3-1026-SM-2I5F2	Brain - Cerebellum
GTEX-Q2AG-2826-SM-2HMJQ	Brain - Cerebellum
GTEX-QDT8-3026-SM-32PKB	Brain - Cerebellum
GTEX-QMR6-1326-SM-32PLB	Brain - Cerebellum
GTEX-QVJO-1325-SM-2S1QX	Brain - Cerebellum
GTEX-QVUS-2926-SM-3GIJB	Brain - Cerebellum
GTEX-R55E-2526-SM-2TC6H	Brain - Cerebellum
GTEX-R55F-1226-SM-2TF59	Brain - Cerebellum
GTEX-RNOR-2226-SM-2TF5O	Brain - Cerebellum
GTEX-RU72-2926-SM-2TF66	Brain - Cerebellum
GTEX-S7SE-2526-SM-2XCDL	Brain - Cerebellum
GTEX-T2IS-2926-SM-32QPO	Brain - Cerebellum
GTEX-T5JC-2326-SM-32PMR	Brain - Cerebellum
GTEX-T6MN-2526-SM-32PMN	Brain - Cerebellum
GTEX-TSE9-2926-SM-3DB77	Brain - Cerebellum
GTEX-UTHO-2926-SM-3P5Z9	Brain - Cerebellum
GTEX-WHSE-2926-SM-3NMBG	Brain - Cerebellum
GTEX-WL46-2826-SM-3LK81	Brain - Cerebellum
GTEX-WVLH-2926-SM-3MJG5	Brain - Cerebellum
GTEX-WWYW-3026-SM-3NB36	Brain - Cerebellum
GTEX-WZTO-2826-SM-3NM8P	Brain - Cerebellum
GTEX-X261-3126-SM-4PQZC	Brain - Cerebellum
GTEX-X4EP-3026-SM-3P5YP	Brain - Cerebellum
GTEX-X4XX-2926-SM-3NMB1	Brain - Cerebellum
GTEX-XLM4-2926-SM-4AT59	Brain - Cerebellum
GTEX-XMD1-2826-SM-4AT5F	Brain - Cerebellum
GTEX-XOTO-2926-SM-4B65G	Brain - Cerebellum
GTEX-Y111-2826-SM-4TT3O	Brain - Cerebellum
GTEX-Y8DK-0726-SM-4TT3S	Brain - Cerebellum
GTEX-YFC4-3026-SM-5IFJK	Brain - Cerebellum
GTEX-YJ89-2926-SM-5P9IT	Brain - Cerebellum
GTEX-Z93S-2826-SM-57WBL	Brain - Cerebellum
GTEX-ZAB4-2926-SM-57WCV	Brain - Cerebellum
GTEX-ZAJG-3026-SM-5HL92	Brain - Cerebellum
GTEX-ZAK1-2926-SM-5HL9S	Brain - Cerebellum
GTEX-ZUA1-2926-SM-59HL3	Brain - Cerebellum
GTEX-ZVT3-2926-SM-5GU6M	Brain - Cerebellum
GTEX-ZYFD-2926-SM-5GID9	Brain - Cerebellum
GTEX-ZYY3-3026-SM-5GIEJ	Brain - Cerebellum
GTEX-ZZPT-2926-SM-5EQ5S	Brain - Cerebellum
GTEX-1117F-3226-SM-5N9CT	Brain - Cortex
GTEX-111FC-3126-SM-5GZZ2	Brain - Cortex
GTEX-1128S-2726-SM-5H12C	Brain - Cortex
GTEX-117XS-3026-SM-5N9CA	Brain - Cortex
GTEX-1192X-3126-SM-5N9BY	Brain - Cortex
GTEX-11DXW-1126-SM-5H12Q	Brain - Cortex
GTEX-11DXY-3226-SM-5GIDE	Brain - Cortex
GTEX-11EI6-3026-SM-5GZZO	Brain - Cortex
GTEX-11EMC-3226-SM-5EGKW	Brain - Cortex
GTEX-11GS4-3126-SM-5A5LH	Brain - Cortex
GTEX-11GSO-2926-SM-5HL73	Brain - Cortex
GTEX-11GSP-3226-SM-5986O	Brain - Cortex
GTEX-11NUK-2926-SM-5A5MD	Brain - Cortex
GTEX-11NV4-2126-SM-5N9DS	Brain - Cortex
GTEX-11O72-2926-SM-5BC4V	Brain - Cortex
GTEX-11OC5-0726-SM-5P9JK	Brain - Cortex
GTEX-11OF3-3126-SM-5GU5E	Brain - Cerebellum
GTEX-11ONC-2926-SM-5P9JM	Brain - Cortex
GTEX-11PRG-2926-SM-5987A	Brain - Cortex
GTEX-11TTK-2926-SM-5PNYP	Brain - Cortex
GTEX-11WQK-3026-SM-5EQL6	Brain - Cortex
GTEX-11ZUS-2926-SM-5FQSL	Brain - Cortex
GTEX-12126-1026-SM-5P9JJ	Brain - Cortex
GTEX-12WSA-2926-SM-5EQ4D	Brain - Cortex
GTEX-12WSC-3026-SM-5GCNF	Brain - Cortex
GTEX-12WSD-3126-SM-5HL7P	Brain - Cortex
GTEX-12WSH-3026-SM-5CVNI	Brain - Cortex
GTEX-12ZZW-2926-SM-5LZUP	Brain - Cortex
GTEX-12ZZX-2926-SM-5GCOQ	Brain - Cortex
GTEX-12ZZY-3026-SM-5GCOU	Brain - Cortex
GTEX-12ZZZ-3026-SM-5BC67	Brain - Cortex
GTEX-1313W-3126-SM-5LZUI	Brain - Cortex
GTEX-131XW-3126-SM-5LZUC	Brain - Cortex
GTEX-131YS-3126-SM-5KLYT	Brain - Cortex
GTEX-132Q8-3026-SM-5PNVG	Brain - Cortex
GTEX-1399T-3026-SM-5KLZC	Brain - Cortex
GTEX-139T8-1026-SM-5J2MC	Brain - Cortex
GTEX-13FHO-3026-SM-5J1O9	Brain - Cortex
GTEX-13FHP-3026-SM-5IJBS	Brain - Cortex
GTEX-13FLW-1426-SM-5K7YE	Brain - Cortex
GTEX-13FXS-3126-SM-5J2NN	Brain - Cortex
GTEX-13G51-3026-SM-5IJB8	Brain - Cortex
GTEX-13IVO-2926-SM-5L3CZ	Brain - Cortex
GTEX-13JUV-2926-SM-5LZX7	Brain - Cortex
GTEX-13JVG-3126-SM-5L3FH	Brain - Cortex
GTEX-13NYB-3026-SM-5IJD7	Brain - Cortex
GTEX-13NYC-2826-SM-5K7WR	Brain - Cortex
GTEX-13NYS-3126-SM-5KLYV	Brain - Cortex
GTEX-13O3O-3126-SM-5KM3H	Brain - Cortex
GTEX-13O3Q-2926-SM-5KM45	Brain - Cortex
GTEX-13OVH-3026-SM-5MR4N	Brain - Cortex
GTEX-13OVJ-2826-SM-5L3GW	Brain - Cortex
GTEX-13OW6-3026-SM-5J2MI	Brain - Cortex
GTEX-13OW7-3026-SM-5L3GY	Brain - Cortex
GTEX-13OW8-2826-SM-5L3GC	Brain - Cortex
GTEX-13PL6-3126-SM-5LUAR	Brain - Cortex
GTEX-13PVQ-3026-SM-5SI93	Brain - Cortex
GTEX-13QIC-2926-SM-5J2NF	Brain - Cortex
GTEX-13S7M-3126-SM-5RQJQ	Brain - Cortex
GTEX-13SLX-3126-SM-5S2Q5	Brain - Cortex
GTEX-13VXU-2926-SM-5LU5C	Brain - Cortex
GTEX-13X6J-3026-SM-5Q5CU	Brain - Cortex
GTEX-13X6K-2926-SM-5Q5D5	Brain - Cortex
GTEX-1445S-3026-SM-5O9BR	Brain - Cortex
GTEX-144FL-3026-SM-5O99C	Brain - Cortex
GTEX-144GL-3026-SM-5Q5CW	Brain - Cortex
GTEX-145LS-3126-SM-5Q5BY	Brain - Cortex
GTEX-145MF-2726-SM-5O995	Brain - Cortex
GTEX-145MG-3026-SM-5RQJA	Brain - Cortex
GTEX-145MH-3026-SM-5Q5DZ	Brain - Cortex
GTEX-147GR-3026-SM-5S2ML	Brain - Cortex
GTEX-14A5I-2926-SM-5Q5CQ	Brain - Cortex
GTEX-14ASI-3026-SM-5S2PN	Brain - Cortex
GTEX-14BMV-3026-SM-5S2PQ	Brain - Cortex
GTEX-N7MT-1126-SM-5SI7V	Brain - Cortex
GTEX-NPJ7-2726-SM-2I3FT	Brain - Cortex
GTEX-NPJ8-1526-SM-2D7VU	Brain - Cortex
GTEX-OXRN-2426-SM-2I5EQ	Brain - Cortex
GTEX-PVOW-2526-SM-2XCF7	Brain - Cortex
GTEX-PWO3-0926-SM-2I5EY	Brain - Cortex
GTEX-Q2AG-2926-SM-2HMJ3	Brain - Cortex
GTEX-QDT8-2926-SM-32PKC	Brain - Cortex
GTEX-QMR6-1426-SM-32PLA	Brain - Cortex
GTEX-QVJO-1426-SM-2S1QY	Brain - Cortex
GTEX-QVUS-2826-SM-3GADB	Brain - Cortex
GTEX-R55F-1326-SM-5S2V4	Brain - Cortex
GTEX-RNOR-2326-SM-2TF4I	Brain - Cortex
GTEX-RU72-3026-SM-5SI7Y	Brain - Cortex
GTEX-T2IS-3026-SM-32QPM	Brain - Cortex
GTEX-T5JC-2426-SM-3NMDB	Brain - Cortex
GTEX-T6MN-2626-SM-32PMQ	Brain - Cortex
GTEX-TSE9-3026-SM-3DB76	Brain - Cortex
GTEX-UTHO-3026-SM-3GAFB	Brain - Cortex
GTEX-WHSE-3026-SM-3P5ZH	Brain - Cortex
GTEX-WL46-2926-SM-3LK82	Brain - Cortex
GTEX-WVLH-3026-SM-3MJG9	Brain - Cortex
GTEX-WWYW-3126-SM-3NB39	Brain - Cortex
GTEX-WZTO-2926-SM-3NM9I	Brain - Cortex
GTEX-X4XX-3026-SM-3NMB2	Brain - Cortex
GTEX-X585-3026-SM-46MWF	Brain - Cortex
GTEX-XLM4-3026-SM-4AT6L	Brain - Cortex
GTEX-XOTO-3026-SM-4B65M	Brain - Cortex
GTEX-Y111-2726-SM-4TT3N	Brain - Cortex
GTEX-Y8DK-0826-SM-4TT3T	Brain - Cortex
GTEX-YFC4-3126-SM-5PNV6	Brain - Cortex
GTEX-YJ89-3026-SM-5IFJI	Brain - Cortex
GTEX-Z93S-2926-SM-57WB9	Brain - Cortex
GTEX-ZAJG-3126-SM-5HL9J	Brain - Cortex
GTEX-ZAK1-3026-SM-5S2MJ	Brain - Cortex
GTEX-ZE7O-3126-SM-5HL5X	Brain - Cortex
GTEX-ZUA1-3026-SM-59HJC	Brain - Cortex
GTEX-ZVT3-3026-SM-5E43N	Brain - Cortex
GTEX-ZYFD-3026-SM-5E44C	Brain - Cortex
GTEX-ZZPT-3026-SM-5GZXH	Brain - Cortex
GTEX-11GSP-0011-R10a-SM-5NQ7J	Brain - Frontal Cortex (BA9)
GTEX-11H98-0011-R10b-SM-5NQ98	Brain - Frontal Cortex (BA9)
GTEX-11WQC-0011-R10a-SM-57WCT	Brain - Frontal Cortex (BA9)
GTEX-11WQK-0011-R10a-SM-5BC6R	Brain - Frontal Cortex (BA9)
GTEX-11ZUS-0011-R10b-SM-5BC79	Brain - Frontal Cortex (BA9)
GTEX-12126-0011-R10b-SM-5BC6T	Brain - Frontal Cortex (BA9)
GTEX-12WSA-0011-R10b-SM-5P9ET	Brain - Frontal Cortex (BA9)
GTEX-12WSC-0011-R10a-SM-5GU57	Brain - Frontal Cortex (BA9)
GTEX-12WSD-0011-R10b-SM-5GU79	Brain - Frontal Cortex (BA9)
GTEX-12WSE-0011-R10b-SM-5P9JV	Brain - Frontal Cortex (BA9)
GTEX-12WSF-0011-R10a-SM-5LZVH	Brain - Frontal Cortex (BA9)
GTEX-12WSH-0011-R10a-SM-5LZUS	Brain - Frontal Cortex (BA9)
GTEX-12WSM-0011-R10a-SM-5DUWV	Brain - Frontal Cortex (BA9)
GTEX-12ZZW-0011-R10b-SM-5HL9X	Brain - Frontal Cortex (BA9)
GTEX-12ZZX-0011-R10b-SM-5DUWK	Brain - Frontal Cortex (BA9)
GTEX-12ZZY-0011-R10b-SM-5HL7W	Brain - Frontal Cortex (BA9)
GTEX-12ZZZ-0011-R10a-SM-5P9HC	Brain - Frontal Cortex (BA9)
GTEX-1313W-0011-R10b-SM-5DUXA	Brain - Frontal Cortex (BA9)
GTEX-131XH-0011-R10a-SM-5EGLJ	Brain - Frontal Cortex (BA9)
GTEX-131XW-0011-R10a-SM-5DUVA	Brain - Frontal Cortex (BA9)
GTEX-131YS-0011-R10b-SM-5EQ5N	Brain - Frontal Cortex (BA9)
GTEX-132Q8-0011-R10b-SM-5DUWZ	Brain - Frontal Cortex (BA9)
GTEX-139TS-0011-R10a-SM-5K7TU	Brain - Frontal Cortex (BA9)
GTEX-13CZV-0011-R10b-SM-5LZYD	Brain - Frontal Cortex (BA9)
GTEX-13FHO-0011-R10b-SM-5J2MM	Brain - Frontal Cortex (BA9)
GTEX-13FLV-0011-R10b-SM-5LZZ2	Brain - Frontal Cortex (BA9)
GTEX-13FLW-0011-R10b-SM-5LZZF	Brain - Frontal Cortex (BA9)
GTEX-13FTZ-0011-R10b-SM-5KLZS	Brain - Frontal Cortex (BA9)
GTEX-13FXS-0011-R10a-SM-5J2MA	Brain - Frontal Cortex (BA9)
GTEX-13G51-0011-R10b-SM-5LZYF	Brain - Frontal Cortex (BA9)
GTEX-13IVO-0011-R10a-SM-5LZY3	Brain - Frontal Cortex (BA9)
GTEX-13JUV-0011-R10b-SM-5LZXR	Brain - Frontal Cortex (BA9)
GTEX-13JVG-0011-R10b-SM-5KM2P	Brain - Frontal Cortex (BA9)
GTEX-13N1W-0011-R10b-SM-5MR4H	Brain - Frontal Cortex (BA9)
GTEX-13N2G-0011-R10a-SM-5MR34	Brain - Frontal Cortex (BA9)
GTEX-13NYB-0011-R10a-SM-5KM43	Brain - Frontal Cortex (BA9)
GTEX-13NYS-0011-R10a-SM-5MR4S	Brain - Frontal Cortex (BA9)
GTEX-13NZA-0011-R10b-SM-5KM54	Brain - Frontal Cortex (BA9)
GTEX-13O3O-0011-R10a-SM-5LUA9	Brain - Frontal Cortex (BA9)
GTEX-13O3Q-0011-R10b-SM-5KM39	Brain - Frontal Cortex (BA9)
GTEX-13OVJ-0011-R10b-SM-5L3HT	Brain - Frontal Cortex (BA9)
GTEX-13OVL-0011-R10a-SM-5L3GS	Brain - Frontal Cortex (BA9)
GTEX-13OW6-0011-R10a-SM-5L3HE	Brain - Frontal Cortex (BA9)
GTEX-13OW7-0011-R10a-SM-5L3H3	Brain - Frontal Cortex (BA9)
GTEX-13OW8-0011-R10a-SM-5L3H6	Brain - Frontal Cortex (BA9)
GTEX-13QIC-0011-R10a-SM-5O9C7	Brain - Frontal Cortex (BA9)
GTEX-13QJC-0011-R10a-SM-5SI63	Brain - Frontal Cortex (BA9)
GTEX-13RTJ-0011-R10b-SM-5O9CW	Brain - Frontal Cortex (BA9)
GTEX-13S7M-0011-R10b-SM-5PNZB	Brain - Frontal Cortex (BA9)
GTEX-13SLW-0011-R10a-SM-5S2UI	Brain - Frontal Cortex (BA9)
GTEX-13SLX-0011-R10a-SM-5P9HV	Brain - Frontal Cortex (BA9)
GTEX-13X6I-0011-R10a-SM-5PNWI	Brain - Frontal Cortex (BA9)
GTEX-13X6J-0011-R10b-SM-5PNWA	Brain - Frontal Cortex (BA9)
GTEX-13X6K-0011-R10a-SM-5P9JR	Brain - Frontal Cortex (BA9)
GTEX-1445S-0011-R10a-SM-5PNWB	Brain - Frontal Cortex (BA9)
GTEX-145LS-0011-R10a-SM-5PNUQ	Brain - Frontal Cortex (BA9)
GTEX-145LU-0011-R10a-SM-5PNWJ	Brain - Frontal Cortex (BA9)
GTEX-145MG-0011-R10a-SM-5PNWG	Brain - Frontal Cortex (BA9)
