"1" "2"
"sscortex.52" 0.999897438622008 0.000102561377991672
"sscortex.53" 0.999372471831912 0.00062752816808759
"sscortex.54" 0.999818448860778 0.000181551139221907
"sscortex.55" 0.999862570110305 0.000137429889694674
"sscortex.56" 0.99879771170958 0.00120228829041988
"sscortex.57" 0.999928174115837 7.18258841628844e-05
"sscortex.58" 0.999849131869638 0.000150868130362368
"sscortex.59" 0.999538843611412 0.000461156388588328
"sscortex.60" 0.999803947529369 0.0001960524706313
"sscortex.61" 0.99977777448326 0.000222225516740444
"sscortex.62" 0.999810850117487 0.000189149882512845
"sscortex.63" 0.999256508226647 0.000743491773352855
"sscortex.64" 0.997303759794278 0.00269624020572227
"sscortex.65" 0.999857170905299 0.000142829094701114
"sscortex.66" 0.999574236520871 0.00042576347912933
"sscortex.67" 0.999639443838977 0.000360556161022782
"sscortex.68" 0.999438628032059 0.00056137196794114
"sscortex.69" 0.999847418122027 0.000152581877973042
"sscortex.70" 0.999218651034244 0.000781348965756315
"sscortex.71" 0.999741339065119 0.000258660934881301
"sscortex.72" 0.999884255946751 0.000115744053249514
"sscortex.73" 0.999481761163277 0.000518238836722532
"sscortex.74" 0.999913250261603 8.6749738397374e-05
"sscortex.75" 0.939497685038112 0.0605023149618881
"sscortex.76" 0.997235857143022 0.00276414285697799
"sscortex.77" 0.961532459892146 0.0384675401078541
"ca1hippocampus.20" 0.999914156536327 8.58434636732017e-05
"sscortex.78" 0.932799317680429 0.0672006823195707
"sscortex.79" 0.95643646033929 0.0435635396607102
"ca1hippocampus.21" 0.998855341570263 0.00114465842973695
"ca1hippocampus.22" 0.962687520800831 0.037312479199169
"sscortex.80" 0.857171652809424 0.142828347190576
"sscortex.81" 0.99746669277382 0.00253330722618029
"sscortex.82" 0.778348573948258 0.221651426051742
"sscortex.83" 0.971116092681002 0.0288839073189981
"ca1hippocampus.23" 0.758854620501591 0.241145379498409
"ca1hippocampus.24" 0.998839972920827 0.00116002707917343
"ca1hippocampus.25" 0.998679710125009 0.00132028987499085
"ca1hippocampus.26" 0.999310206762889 0.000689793237111027
"ca1hippocampus.27" 0.999614813582167 0.000385186417833045
"ca1hippocampus.28" 0.999808900202029 0.000191099797971458
"sscortex.84" 0.998360292993217 0.0016397070067825
"ca1hippocampus.29" 0.999120203237461 0.000879796762538682
"sscortex.85" 0.601049744848658 0.398950255151342
"ca1hippocampus.30" 0.999663509346249 0.000336490653750569
"ca1hippocampus.31" 0.956062797280698 0.0439372027193024
"sscortex.86" 0.974574607204145 0.0254253927958551
"sscortex.87" 0.803854121385611 0.196145878614389
"ca1hippocampus.32" 0.999263234703298 0.000736765296702507
"ca1hippocampus.33" 0.999128101917428 0.000871898082571728
"ca1hippocampus.34" 0.999674172580003 0.000325827419997145
"ca1hippocampus.35" 0.998635297488475 0.00136470251152492
"ca1hippocampus.36" 0.999076003106923 0.000923996893076775
"ca1hippocampus.37" 0.84413629973191 0.15586370026809
"sscortex.88" 0.967940250814894 0.0320597491851065
"sscortex.89" 0.92818444214014 0.0718155578598604
"ca1hippocampus.38" 0.998185637747203 0.00181436225279682
"sscortex.90" 0.839705797042963 0.160294202957037
"ca1hippocampus.39" 0.998674586829502 0.00132541317049819
"sscortex.91" 0.988276382097975 0.0117236179020252
"ca1hippocampus.40" 0.997429502675852 0.00257049732414756
"sscortex.92" 0.912040675212938 0.0879593247870621
"ca1hippocampus.41" 0.995830559713454 0.00416944028654596
"ca1hippocampus.42" 0.992032395567377 0.00796760443262273
"ca1hippocampus.43" 0.996931810915648 0.00306818908435199
"ca1hippocampus.44" 0.998593434084941 0.00140656591505933
"sscortex.93" 0.977727257673673 0.0222727423263272
"sscortex.94" 0.948370662282851 0.0516293377171489
"ca1hippocampus.45" 0.690214296564658 0.309785703435342
"sscortex.95" 0.997382793627134 0.00261720637286592
"ca1hippocampus.46" 0.994801026507558 0.00519897349244249
"sscortex.96" 0.958748939435893 0.0412510605641074
"sscortex.97" 0.879319758170838 0.120680241829162
"sscortex.98" 0.578234380851265 0.421765619148735
"sscortex.99" 0.897422075720599 0.102577924279401
"sscortex.100" 0.920904068893683 0.0790959311063169
"sscortex.101" 0.686754484865249 0.313245515134751
"sscortex.102" 0.873059378177266 0.126940621822734
"ca1hippocampus.47" 0.997517695741178 0.00248230425882189
"ca1hippocampus.48" 0.966382483798445 0.033617516201555
"ca1hippocampus.49" 0.994741183182868 0.0052588168171324
"ca1hippocampus.50" 0.985524136882959 0.0144758631170411
"ca1hippocampus.51" 0.998550519149565 0.00144948085043513
"ca1hippocampus.52" 0.988456970046381 0.0115430299536194
"ca1hippocampus.53" 0.994871124219282 0.00512887578071789
"ca1hippocampus.54" 0.991797109778852 0.00820289022114792
"ca1hippocampus.55" 0.994953070372709 0.0050469296272914
"ca1hippocampus.56" 0.993814288991052 0.00618571100894771
"ca1hippocampus.57" 0.997748135141375 0.00225186485862478
"ca1hippocampus.58" 0.998124399848323 0.00187560015167661
"ca1hippocampus.59" 0.998521980828073 0.00147801917192661
"sscortex.103" 0.998108277434338 0.00189172256566213
"ca1hippocampus.60" 0.994623737534689 0.0053762624653113
"ca1hippocampus.61" 0.986786863327467 0.0132131366725334
"ca1hippocampus.62" 0.997248139104389 0.00275186089561044
"sscortex.104" 0.969614363129406 0.0303856368705944
"ca1hippocampus.63" 0.995865312841028 0.00413468715897168
"ca1hippocampus.64" 0.767157121239028 0.232842878760972
"ca1hippocampus.65" 0.992183268134643 0.00781673186535717
"ca1hippocampus.66" 0.994366466355205 0.00563353364479467
"ca1hippocampus.67" 0.996567610511486 0.00343238948851432
"ca1hippocampus.68" 0.999568007365813 0.000431992634186928
"ca1hippocampus.69" 0.999761882539775 0.000238117460225188
"ca1hippocampus.70" 0.983499007530103 0.016500992469897
"ca1hippocampus.71" 0.999372468231924 0.000627531768076372
"ca1hippocampus.72" 0.999559708304291 0.000440291695708585
"ca1hippocampus.73" 0.944860404913489 0.0551395950865111
"ca1hippocampus.74" 0.999719367304291 0.000280632695709514
"ca1hippocampus.75" 0.999408568680372 0.000591431319627909
"ca1hippocampus.76" 0.997750807837135 0.00224919216286471
"ca1hippocampus.77" 0.996526817267363 0.0034731827326373
"ca1hippocampus.78" 0.995724164667274 0.00427583533272587
"ca1hippocampus.79" 0.910706856345562 0.0892931436544385
"ca1hippocampus.80" 0.999895977673484 0.000104022326515868
"ca1hippocampus.81" 0.97967963958172 0.0203203604182799
"ca1hippocampus.82" 0.995560067479967 0.00443993252003337
"ca1hippocampus.83" 0.920208694882908 0.0797913051170921
"ca1hippocampus.84" 0.986841240055165 0.013158759944835
"ca1hippocampus.85" 0.992702125142541 0.00729787485745877
"ca1hippocampus.86" 0.99674635213986 0.00325364786014031
"ca1hippocampus.87" 0.999188608857648 0.000811391142352248
"ca1hippocampus.88" 0.994990165981008 0.00500983401899207
"ca1hippocampus.89" 0.997215344600522 0.00278465539947766
"ca1hippocampus.90" 0.980897700210664 0.0191022997893357
"ca1hippocampus.91" 0.999202545555868 0.000797454444131855
"ca1hippocampus.92" 0.996115785673809 0.00388421432619086
"ca1hippocampus.93" 0.99530654469931 0.00469345530068949
"ca1hippocampus.94" 0.982037106979506 0.0179628930204943
"sscortex.105" 0.994416452761143 0.00558354723885691
"sscortex.106" 0.999388117324934 0.000611882675065793
"sscortex.107" 0.998141446947268 0.00185855305273172
"sscortex.108" 0.974863487659139 0.0251365123408612
"sscortex.109" 0.808332894121006 0.191667105878994
"sscortex.110" 0.853583171583707 0.146416828416293
"sscortex.111" 0.993747462450268 0.00625253754973187
"sscortex.112" 0.964092025547272 0.0359079744527285
"sscortex.113" 0.99400802777576 0.00599197222424007
"sscortex.114" 0.973464866178854 0.0265351338211462
"sscortex.115" 0.808656910482301 0.191343089517699
"sscortex.116" 0.992828434392295 0.00717156560770483
"sscortex.117" 0.984271692157881 0.0157283078421191
"sscortex.118" 0.99860535361222 0.00139464638777961
"sscortex.119" 0.965001159162359 0.0349988408376411
"ca1hippocampus.95" 0.999250944967411 0.000749055032588587
"sscortex.120" 0.97800419431844 0.0219958056815596
"ca1hippocampus.96" 0.995874493444652 0.00412550655534837
"sscortex.121" 0.998538453726303 0.00146154627369736
"sscortex.122" 0.997345598499912 0.00265440150008808
"sscortex.123" 0.998738137335746 0.00126186266425442
"sscortex.124" 0.996112696923968 0.00388730307603243
"sscortex.125" 0.999394404702499 0.000605595297501496
"sscortex.126" 0.998659017138777 0.00134098286122294
"sscortex.127" 0.999313331827633 0.000686668172367225
"sscortex.128" 0.920326782625476 0.0796732173745244
"sscortex.129" 0.991737341299082 0.0082626587009179
"sscortex.130" 0.996263817097798 0.00373618290220171
"sscortex.131" 0.993259160447415 0.00674083955258512
"sscortex.132" 0.999349531439375 0.000650468560625111
"sscortex.133" 0.996457466250735 0.00354253374926457
"sscortex.134" 0.641957690056086 0.358042309943914
"sscortex.135" 0.99519252803191 0.00480747196808961
"sscortex.136" 0.956648719419468 0.043351280580532
"sscortex.137" 0.97613842840988 0.0238615715901202
"sscortex.138" 0.999023424472309 0.000976575527691241
"ca1hippocampus.97" 0.999564880540424 0.000435119459576214
"sscortex.139" 0.949401460940247 0.0505985390597524
"sscortex.140" 0.998624893171273 0.00137510682872729
"ca1hippocampus.98" 0.933084234376595 0.0669157656234055
"ca1hippocampus.99" 0.991837433917917 0.00816256608208342
"sscortex.141" 0.999541789114145 0.000458210885855056
"ca1hippocampus.100" 0.999724635199825 0.000275364800174564
"sscortex.142" 0.971966033675838 0.0280339663241618
"sscortex.143" 0.999582331824315 0.000417668175685142
"ca1hippocampus.101" 0.924924043639282 0.0750759563607181
"sscortex.144" 0.9991065646966 0.000893435303400156
"sscortex.145" 0.614697189327893 0.385302810672107
"sscortex.146" 0.898004271600518 0.101995728399482
"ca1hippocampus.102" 0.998975453534175 0.00102454646582459
"sscortex.147" 0.999629799073816 0.000370200926184395
"sscortex.148" 0.999516619795902 0.00048338020409825
"sscortex.149" 0.886921337362937 0.113078662637063
"ca1hippocampus.103" 0.999253528934098 0.000746471065902189
"sscortex.150" 0.984155712363736 0.0158442876362644
"sscortex.151" 0.99202791135843 0.00797208864156992
"ca1hippocampus.104" 0.993935387427127 0.00606461257287266
"ca1hippocampus.105" 0.999614862033092 0.000385137966907581
"ca1hippocampus.106" 0.999501958524176 0.000498041475824121
"ca1hippocampus.107" 0.985161840945633 0.0148381590543674
"sscortex.152" 0.997481223973281 0.0025187760267194
"ca1hippocampus.108" 0.99687330307039 0.00312669692960977
"ca1hippocampus.109" 0.87982077031197 0.12017922968803
"sscortex.153" 0.941113748433557 0.0588862515664431
"ca1hippocampus.110" 0.999231479299065 0.000768520700935301
"sscortex.154" 0.993118153427694 0.00688184657230577
"ca1hippocampus.111" 0.938352407936619 0.0616475920633811
"ca1hippocampus.112" 0.99886734616483 0.00113265383517022
"sscortex.155" 0.924804774879559 0.0751952251204407
"ca1hippocampus.113" 0.999474177816159 0.000525822183841081
"sscortex.156" 0.999616213727744 0.000383786272256432
"ca1hippocampus.114" 0.995845669813278 0.00415433018672175
"ca1hippocampus.115" 0.999541256038153 0.000458743961847122
"sscortex.157" 0.994067848245143 0.00593215175485735
"ca1hippocampus.116" 0.996505211015332 0.00349478898466763
"sscortex.158" 0.997014176155559 0.0029858238444411
"ca1hippocampus.117" 0.998074551421182 0.00192544857881812
"ca1hippocampus.118" 0.994662002852019 0.0053379971479809
"ca1hippocampus.119" 0.998729783386091 0.00127021661390924
"ca1hippocampus.120" 0.99810519660924 0.00189480339076006
"sscortex.159" 0.974676421293706 0.0253235787062935
"ca1hippocampus.121" 0.998795130325947 0.00120486967405321
"sscortex.160" 0.999784432923135 0.00021556707686511
"ca1hippocampus.122" 0.992970454350138 0.00702954564986178
"ca1hippocampus.123" 0.997028412834512 0.00297158716548819
"ca1hippocampus.124" 0.999738624151897 0.000261375848103273
"ca1hippocampus.125" 0.999260812306068 0.000739187693931978
"sscortex.161" 0.999742024482189 0.000257975517811403
"sscortex.162" 0.999606639055482 0.000393360944517666
"sscortex.163" 0.999467618211412 0.000532381788587901
"sscortex.164" 0.998104506895457 0.00189549310454338
"sscortex.165" 0.998169768119478 0.0018302318805224
"sscortex.166" 0.997666614592536 0.00233338540746395
"sscortex.167" 0.941618463042707 0.0583815369572927
"sscortex.168" 0.999303641767735 0.000696358232265126
"sscortex.169" 0.99915122359934 0.000848776400660352
"sscortex.170" 0.999764981413006 0.000235018586993858
"sscortex.171" 0.999907652149061 9.23478509390079e-05
"sscortex.172" 0.999369294654569 0.000630705345430747
"sscortex.173" 0.718165722325207 0.281834277674793
"sscortex.174" 0.998022881971752 0.00197711802824788
"sscortex.175" 0.998937132285787 0.00106286771421307
"sscortex.176" 0.999300387834059 0.000699612165941336
"sscortex.177" 0.999163624047784 0.000836375952215712
"sscortex.178" 0.960697409119505 0.0393025908804952
"sscortex.179" 0.992500177381046 0.0074998226189544
"sscortex.180" 0.998258239637759 0.00174176036224094
"sscortex.181" 0.959726454731764 0.0402735452682364
"sscortex.182" 0.9977866912815 0.00221330871849966
"sscortex.183" 0.990389641945919 0.00961035805408111
"sscortex.184" 0.704016983751996 0.295983016248004
"sscortex.185" 0.999242298469783 0.00075770153021692
"sscortex.186" 0.999692746957139 0.000307253042861
"sscortex.187" 0.999213329156146 0.000786670843854071
"sscortex.188" 0.946688094338566 0.0533119056614342
"sscortex.189" 0.998026902848497 0.00197309715150295
"sscortex.190" 0.998619791718212 0.00138020828178793
"sscortex.191" 0.999545834083865 0.000454165916135239
"sscortex.192" 0.998472174605388 0.00152782539461162
"sscortex.193" 0.925026007785622 0.0749739922143781
"sscortex.194" 0.941349819249811 0.0586501807501888
"sscortex.195" 0.529844884052397 0.470155115947603
"sscortex.196" 0.997730761809947 0.00226923819005265
"sscortex.197" 0.995823237741121 0.00417676225887936
"sscortex.198" 0.999215934576395 0.000784065423604868
"sscortex.199" 0.999808615962289 0.000191384037711159
"sscortex.200" 0.999518665517247 0.000481334482753562
"sscortex.201" 0.999398192475998 0.00060180752400179
"sscortex.202" 0.99923871026158 0.000761289738419985
"sscortex.203" 0.99958361371636 0.000416386283639871
"sscortex.204" 0.999345864282086 0.000654135717914447
"sscortex.205" 0.994289758207557 0.00571024179244307
"sscortex.206" 0.998755520407485 0.00124447959251476
"sscortex.207" 0.999863359977078 0.000136640022921631
"sscortex.208" 0.99958252142123 0.00041747857876985
"sscortex.209" 0.997213238062279 0.00278676193772109
"sscortex.210" 0.998896466330189 0.00110353366981078
"sscortex.211" 0.998945727166034 0.00105427283396649
"sscortex.212" 0.99711530750922 0.00288469249077958
"sscortex.213" 0.980612018347174 0.0193879816528263
"sscortex.214" 0.999757839913394 0.000242160086606534
"sscortex.215" 0.99923966539364 0.000760334606360052
"sscortex.216" 0.908052314700258 0.0919476852997422
"sscortex.217" 0.648134565535977 0.351865434464023
"sscortex.218" 0.998525415720279 0.00147458427972097
"sscortex.219" 0.997720736567479 0.00227926343252056
"sscortex.220" 0.994414006641489 0.00558599335851071
"sscortex.221" 0.710680413609611 0.289319586390389
"sscortex.222" 0.934528717008857 0.0654712829911433
"sscortex.223" 0.994619822058955 0.0053801779410453
"sscortex.224" 0.999028684084622 0.000971315915377744
"sscortex.225" 0.999365447494969 0.00063455250503088
"sscortex.226" 0.998209127914213 0.00179087208578699
"sscortex.227" 0.996039942292325 0.00396005770767512
"sscortex.228" 0.964854633898965 0.0351453661010353
"sscortex.229" 0.998952624966501 0.00104737503349895
"sscortex.230" 0.998873074805183 0.00112692519481684
"sscortex.231" 0.982502533601612 0.0174974663983876
"sscortex.232" 0.970224302376405 0.0297756976235954
"sscortex.233" 0.892264618703262 0.107735381296738
"sscortex.234" 0.944114155416784 0.055885844583216
"sscortex.235" 0.98001356436685 0.0199864356331498
"sscortex.236" 0.995112270850178 0.00488772914982159
"sscortex.237" 0.969835658382813 0.0301643416171867
"sscortex.238" 0.803339966344278 0.196660033655722
"sscortex.239" 0.971413281350378 0.0285867186496222
"sscortex.240" 0.975454842089754 0.0245451579102462
"sscortex.241" 0.907374874235693 0.0926251257643072
"sscortex.242" 0.93154104878369 0.0684589512163103
"sscortex.243" 0.988432065966328 0.0115679340336715
"sscortex.244" 0.945951304543615 0.0540486954563853
"sscortex.245" 0.750557093425601 0.249442906574399
"sscortex.246" 0.990146853979671 0.00985314602032909
"sscortex.247" 0.994403966324386 0.00559603367561408
"sscortex.248" 0.936254431003533 0.0637455689964673
"sscortex.249" 0.780070391362546 0.219929608637454
"sscortex.250" 0.998730146059171 0.00126985394082911
"sscortex.251" 0.996449227672291 0.00355077232770916
"sscortex.252" 0.999516102136917 0.000483897863083396
"sscortex.253" 0.570662618851112 0.429337381148888
"sscortex.254" 0.996463482420806 0.00353651757919454
"sscortex.255" 0.815607216318697 0.184392783681303
"sscortex.256" 0.980005650179275 0.0199943498207246
"sscortex.257" 0.999402661442674 0.000597338557326289
"sscortex.258" 0.990170294466701 0.00982970553329891
"sscortex.259" 0.999308096742092 0.000691903257907927
"sscortex.260" 0.61034597041605 0.38965402958395
"sscortex.261" 0.923815330223228 0.076184669776772
"sscortex.262" 0.995253532446706 0.00474646755329368
"sscortex.263" 0.961925139466994 0.0380748605330063
"sscortex.264" 0.984717440456198 0.0152825595438018
"sscortex.265" 0.998537190425261 0.00146280957473875
"sscortex.266" 0.968184745247589 0.0318152547524105
"sscortex.267" 0.714723036343092 0.285276963656908
"sscortex.268" 0.99859674133532 0.00140325866468003
"sscortex.269" 0.994676218227795 0.00532378177220519
"sscortex.270" 0.992113201872337 0.00788679812766351
"sscortex.271" 0.982689182177528 0.0173108178224719
"sscortex.272" 0.893940088382554 0.106059911617446
"sscortex.273" 0.992806100300417 0.00719389969958318
"sscortex.274" 0.88010820880476 0.11989179119524
"sscortex.275" 0.993490591133817 0.00650940886618257
"sscortex.276" 0.881741751050177 0.118258248949822
"sscortex.277" 0.999562108165414 0.000437891834585901
"sscortex.278" 0.991245610234972 0.00875438976502758
"sscortex.279" 0.969959251486657 0.0300407485133429
"sscortex.280" 0.958554227940472 0.0414457720595277
"sscortex.281" 0.958368650699318 0.0416313493006824
"sscortex.282" 0.995878956942546 0.00412104305745445
"sscortex.283" 0.996440932022987 0.00355906797701329
"sscortex.284" 0.995948194774389 0.00405180522561062
"sscortex.285" 0.985541641961533 0.0144583580384673
"sscortex.286" 0.970440180204247 0.0295598197957532
"sscortex.287" 0.880985956747778 0.119014043252222
"sscortex.288" 0.98949454265538 0.0105054573446204
"sscortex.289" 0.991056496121137 0.00894350387886327
"sscortex.290" 0.773021344113748 0.226978655886252
"sscortex.291" 0.998517968731399 0.00148203126860067
"sscortex.292" 0.994328487595767 0.00567151240423344
"sscortex.293" 0.995593913841305 0.00440608615869489
"sscortex.294" 0.998389382334778 0.00161061766522213
"sscortex.295" 0.844167197525107 0.155832802474893
"sscortex.296" 0.997231127327753 0.00276887267224723
"sscortex.297" 0.999606176476511 0.000393823523489122
"sscortex.298" 0.921762183069736 0.0782378169302641
"sscortex.299" 0.992219931605918 0.00778006839408223
"sscortex.300" 0.999214862143168 0.00078513785683159
"sscortex.301" 0.997524556162658 0.00247544383734212
"sscortex.302" 0.806726324460548 0.193273675539452
"sscortex.303" 0.977241091715399 0.0227589082846015
"sscortex.304" 0.994796788981316 0.0052032110186838
"sscortex.305" 0.432364943908474 0.567635056091526
"sscortex.306" 0.565964030849853 0.434035969150147
"sscortex.307" 0.995120265803194 0.00487973419680588
"sscortex.308" 0.955776883522246 0.0442231164777536
"sscortex.309" 0.978110574944721 0.0218894250552792
"sscortex.310" 0.997990818274586 0.00200918172541395
"sscortex.311" 0.996648986733879 0.00335101326612128
"sscortex.312" 0.991775744577101 0.008224255422899
"sscortex.313" 0.997394781631263 0.00260521836873739
"sscortex.314" 0.97772673176344 0.0222732682365601
"sscortex.315" 0.899732648742123 0.100267351257876
"sscortex.316" 0.783953504729946 0.216046495270054
"sscortex.317" 0.999799067906373 0.000200932093626941
"sscortex.318" 0.996874265457887 0.00312573454211253
"sscortex.319" 0.998770772188445 0.00122922781155485
"sscortex.320" 0.993805942816824 0.00619405718317625
"sscortex.321" 0.996759776489653 0.00324022351034747
"sscortex.322" 0.886204632930943 0.113795367069057
"sscortex.323" 0.977199768726902 0.0228002312730979
"sscortex.324" 0.827485309310025 0.172514690689975
"sscortex.325" 0.930622016890202 0.0693779831097978
"sscortex.326" 0.986061583868899 0.013938416131101
"sscortex.327" 0.99820639318519 0.00179360681481006
"sscortex.328" 0.985607710469272 0.0143922895307279
"sscortex.329" 0.921539895040745 0.0784601049592548
"sscortex.330" 0.821126450234385 0.178873549765615
"sscortex.331" 0.993899164971328 0.00610083502867193
"sscortex.332" 0.843499193951646 0.156500806048354
"sscortex.333" 0.998620517320132 0.00137948267986762
"sscortex.334" 0.997586747464962 0.00241325253503762
"sscortex.335" 0.99072595127082 0.0092740487291796
"sscortex.336" 0.757990022428428 0.242009977571572
"sscortex.337" 0.972467692478363 0.0275323075216374
"sscortex.338" 0.992514301421232 0.00748569857876788
"sscortex.339" 0.991342361367394 0.00865763863260562
"sscortex.340" 0.959613544444633 0.0403864555553665
"sscortex.341" 0.981462386114867 0.0185376138851332
"ca1hippocampus.126" 0.999742361806588 0.000257638193412184
"sscortex.342" 0.999237170063194 0.000762829936805905
"sscortex.343" 0.999504364624898 0.000495635375101886
"ca1hippocampus.127" 0.999492028859642 0.000507971140357907
"sscortex.344" 0.997482214527633 0.00251778547236703
"sscortex.345" 0.999839084154857 0.000160915845142682
"ca1hippocampus.128" 0.997744417056539 0.00225558294346142
"sscortex.346" 0.804846816465527 0.195153183534473
"ca1hippocampus.129" 0.999210616198035 0.000789383801964955
"sscortex.347" 0.904226926807578 0.095773073192422
"sscortex.348" 0.963712656380246 0.0362873436197538
"ca1hippocampus.130" 0.997988883230526 0.00201111676947385
"ca1hippocampus.131" 0.842675680599675 0.157324319400325
"ca1hippocampus.132" 0.999790352077655 0.000209647922344736
"ca1hippocampus.133" 0.997694258256493 0.00230574174350734
"ca1hippocampus.134" 0.999424696961261 0.000575303038739398
"ca1hippocampus.135" 0.999663040328057 0.000336959671942942
"ca1hippocampus.136" 0.995548871967111 0.00445112803288858
"ca1hippocampus.137" 0.990737033845926 0.00926296615407425
"ca1hippocampus.138" 0.999738783533275 0.000261216466725109
"ca1hippocampus.139" 0.999386681268391 0.000613318731608655
"ca1hippocampus.140" 0.997513205025783 0.00248679497421735
"ca1hippocampus.141" 0.999755354483103 0.000244645516896645
"ca1hippocampus.142" 0.999738711535051 0.000261288464949022
"ca1hippocampus.143" 0.990400547966052 0.00959945203394768
"sscortex.349" 0.968013772144306 0.0319862278556937
"sscortex.350" 0.729843252266163 0.270156747733838
"sscortex.351" 0.997700571523833 0.00229942847616671
"sscortex.352" 0.884670839242342 0.115329160757658
"sscortex.353" 0.931995651784986 0.0680043482150139
"sscortex.354" 0.837136041394726 0.162863958605274
"sscortex.355" 0.999639818434688 0.000360181565312073
"sscortex.356" 0.916999467375136 0.0830005326248639
"sscortex.357" 0.967785795960236 0.0322142040397642
"sscortex.358" 0.993904379956418 0.00609562004358175
"sscortex.359" 0.867322523305533 0.132677476694467
"sscortex.360" 0.998347768847553 0.00165223115244729
"sscortex.361" 0.999227507198537 0.000772492801463069
"sscortex.362" 0.999034912486757 0.000965087513243433
"sscortex.363" 0.941961924262426 0.0580380757375743
"sscortex.364" 0.999030769694736 0.000969230305264321
"sscortex.365" 0.999138342738137 0.000861657261863513
"sscortex.366" 0.883555932756227 0.116444067243773
"sscortex.367" 0.579846309184231 0.420153690815769
"sscortex.368" 0.89032561390576 0.10967438609424
"sscortex.369" 0.642085662636011 0.357914337363989
"sscortex.370" 0.891181044689919 0.108818955310081
"sscortex.371" 0.986298059883879 0.0137019401161211
"sscortex.372" 0.998213266072021 0.00178673392797933
