"1" "2" "3" "4" "5" "6" "7" "8" "9" "10"
"ca1hippocampus.2" 0.0599371907504165 0.0656822091469206 0.854917042077938 1.86139304262501e-05 0.0192789035863868 1.57418024302136e-05 2.00560135505746e-05 2.06572394256984e-05 9.78964699662843e-05 1.16889825392157e-05
"ca1hippocampus.3" 0.143821920933851 0.0213225883477139 0.824958815660551 3.16924713324498e-05 0.00910135884251923 1.54385812728685e-05 2.31109014010861e-05 0.000563224409160434 0.000148476074268084 1.33737779297107e-05
"ca1hippocampus.4" 0.351595219447528 0.200319833970697 0.311449306903019 0.0243909899278092 0.063000104312121 0.0231560694778096 9.25536305519936e-05 0.000222322071105812 0.0257633951183409 1.02051410165814e-05
"ca1hippocampus.5" 0.250654729662192 0.282508628510081 0.445596501487573 0.000215002592217814 0.0194356688734682 5.3370697547294e-05 7.42792195259017e-05 0.000119873925982227 0.00131941092885885 2.25341025530027e-05
"ca1hippocampus.6" 0.0899516130777521 0.0354915747235499 0.862165057140468 1.45442013282781e-05 0.0122380708824751 2.46015152228891e-05 3.10141445448781e-05 3.75003891848651e-05 3.39946181095227e-05 1.20293073644004e-05
"ca1hippocampus.7" 0.0626541724566146 0.173304359790631 0.698056617165919 0.000268879548938097 0.0654561348846958 5.61722489702166e-05 3.27134181132407e-05 3.34712353203747e-05 0.000116967407815449 2.05118429825262e-05
"sscortex.14" 0.105507831132376 0.0686485021123051 0.770972647927326 1.99010184853243e-05 0.0529421855307904 2.08586664102796e-05 0.00180603778965693 2.45376297430529e-05 3.98322866492552e-05 1.76659062572784e-05
"ca1hippocampus.8" 0.0285276416347673 0.246704577540825 0.696390703806374 2.89820430433675e-05 0.0281181295657885 2.33676629646685e-05 4.65431063106921e-05 0.000106810456680237 3.77265574463085e-05 1.55176257995005e-05
"sscortex.15" 0.370159556797913 0.107132131015404 0.501055215269545 1.11619579799035e-05 0.021325748901019 1.61804068792663e-05 2.61703867730604e-05 0.000233436821522948 2.25842380023604e-05 1.78142049618447e-05
"sscortex.16" 0.194776543412264 0.0109038280026347 0.749890327441251 1.09984371171988e-05 0.0433686930119227 1.00019894013422e-05 0.00100068327578634 1.32352710452294e-05 1.5568317763476e-05 1.01208408140943e-05
"sscortex.17" 0.191659461858709 6.65832492761397e-05 0.790323743451824 3.68407526937523e-05 0.0144568845156091 0.000425063241032608 0.000846935633356792 0.00188405166909907 0.00028665133295955 1.37842954395386e-05
"sscortex.18" 0.0314556122636483 0.0953793297549618 0.783052129687927 0.000314515224893732 0.0893526235381076 0.000111955673614768 4.31883632904401e-05 0.000125223510763937 6.40978700463704e-05 0.000101324112745576
"sscortex.19" 0.153329920926423 0.0150090512725196 0.814942269514162 3.01259092382589e-05 0.016515877361517 2.09191728441928e-05 4.9788329602898e-05 4.43613702958217e-05 3.14766537430736e-05 2.62094896537601e-05
"sscortex.20" 0.0425407333093088 0.105074274082466 0.828371008344672 1.35068943645371e-05 0.0239251565105402 1.13735348181752e-05 1.84707780258016e-05 2.0425125757315e-05 1.662374934427e-05 8.42767070240348e-06
"ca1hippocampus.9" 0.30258852895447 0.164620207726387 0.516780941499048 3.51682064171764e-05 0.0153830516596688 1.96892009503873e-05 0.000338932401338106 2.6340112135635e-05 0.000200707594754539 6.43264483128279e-06
"sscortex.21" 0.249831668910143 4.3439445301443e-05 0.737930879533586 2.30177658265803e-05 0.0111626347600204 1.77266618892602e-05 4.46052909907458e-05 0.000553534316574422 3.13073155546482e-05 0.000361186000113626
"sscortex.22" 0.199364617088239 0.000107535433682999 0.781659853233624 5.45097268257546e-05 0.0182811793037487 0.000432695786346875 2.90645280605135e-05 2.15804814049836e-05 3.83089333218202e-05 1.0655484745963e-05
"sscortex.23" 0.156872703512905 0.0562866383545491 0.734683604488157 3.03322625566986e-05 0.0519304201120189 2.4947295931907e-05 6.35996495364213e-05 4.64577898218633e-05 4.18009660774114e-05 1.9495568446322e-05
"sscortex.24" 0.0626570005917623 0.141719882122315 0.776460336516442 1.5887785431184e-05 0.018379209799251 1.39454567598605e-05 0.000568884007781753 0.000156500629654461 1.76980960859854e-05 1.06549945157751e-05
"sscortex.25" 0.218676855502989 0.00419910170252485 0.766956732738251 3.54706580309669e-05 0.00933434651534049 2.10053506177265e-05 4.35967846052474e-05 0.000646487865446937 3.78885783554477e-05 4.85143038381102e-05
"sscortex.26" 0.0640366870964754 0.0527881614558668 0.84214017385732 0.000918356882739163 0.0391887969706006 0.000123647686530667 0.000361249897505607 3.48026389635882e-05 0.000389951142075015 1.81723719228547e-05
"sscortex.27" 0.047954913869247 0.158281666401208 0.76686924011488 0.000166357384491967 0.0256527696576018 6.06349087296569e-05 4.1170742831077e-05 3.23385112991625e-05 0.000927532209450969 1.33762002603177e-05
"sscortex.28" 0.170065570734569 0.0285298389391615 0.767640473072089 2.53330153989956e-05 0.0333642186649816 1.87013729831964e-05 0.000172995281467688 0.000134462594846295 3.3551327233636e-05 1.48549972688393e-05
"sscortex.29" 0.279125566130778 0.000124916237424341 0.711742473894277 2.27298060873162e-05 0.00877076883792976 2.1473481956037e-05 5.11354036872643e-05 8.07522183921089e-05 3.99116086198247e-05 2.02723808481561e-05
"sscortex.30" 0.0883351497935034 0.0166517487670614 0.869267300322952 1.80401050750191e-05 0.0253424109702307 3.72685034107364e-05 2.31801242093683e-05 0.000224495669441005 2.42781556056492e-05 7.61275885110724e-05
"sscortex.31" 0.161525596970185 0.0148516759042439 0.786010276490406 7.53617549627051e-05 0.0305073804714946 0.00107239099278873 0.00382587938963809 0.00020477509160621 0.00188724846348106 3.94144711936881e-05
"sscortex.32" 0.144634473907094 0.00350689346849783 0.822874219132925 2.73008299459521e-05 0.0282452691113015 6.22612506565665e-05 0.000346826427834961 0.00015791462866477 0.000128917420943854 1.59238221353623e-05
"sscortex.33" 0.0334266185929598 0.151146894759473 0.765420139543539 0.000313352626852114 0.045487581893299 0.000114585822182628 0.000676276469950557 0.00324733397905299 0.000147427392013819 1.97889206768305e-05
"sscortex.34" 0.103259655110952 0.00967997826371534 0.838155609223955 0.000503173468391302 0.0461894464467082 0.000295850173125946 0.0013482350251232 0.000500533739183073 5.36804014984996e-05 1.38381473473056e-05
"sscortex.35" 0.0557817330872184 0.0594934430385325 0.850952450495307 6.05221182657225e-05 0.0317262539969825 0.000144029028365451 9.17831677813936e-05 4.86371571180626e-05 0.00167373400011985 2.74139103091839e-05
"ca1hippocampus.10" 0.0232938511495181 0.130958979066922 0.827435377819455 4.39067270881045e-05 0.0160716739836557 3.93661502883766e-05 3.47598885526172e-05 0.00185887397735438 4.8598879526196e-05 0.00021461235763982
"sscortex.36" 0.0787388117171871 0.133956754578192 0.733420516294 4.49919182592046e-05 0.0378517323094672 0.00249084013761514 5.45827907163598e-05 0.00872109041933692 0.00469442676969736 2.62530655290506e-05
"ca1hippocampus.11" 0.0622407803732553 0.0748622853072508 0.790030970605835 2.20633737958142e-05 0.0711995107372598 2.36655050227253e-05 0.000441034442180579 0.00112737013676423 3.11686410748251e-05 2.11508775612923e-05
"ca1hippocampus.12" 0.0222855191521387 0.173736779580854 0.784749579493063 0.000232443905905613 0.0186929086057061 5.04819302761535e-05 3.64399311652416e-05 7.12381005238001e-05 0.000128464540712191 1.61447596555208e-05
"ca1hippocampus.13" 0.0923049421478062 0.00715935764740989 0.835243179595778 3.28579595548336e-05 0.0649207470484003 2.72164487843292e-05 9.00417368205918e-05 0.00014585038862969 3.95543150801338e-05 3.62527117362496e-05
"ca1hippocampus.14" 0.0412756964452324 0.106642263372045 0.820934004789101 0.000780074923457649 0.0298588953258776 4.42764609323804e-05 0.000171440953545257 0.000198192009707977 6.14582610327998e-05 3.36974590676683e-05
"ca1hippocampus.15" 0.000137347154145509 0.106441376626684 0.892704250685179 0.000222840617839466 1.91330838609987e-05 0.000197269537866534 3.98570500101214e-05 8.41511210937764e-05 0.000124520596626637 2.92535266941406e-05
"ca1hippocampus.16" 0.0902881534133846 0.0571203090206214 0.852118939280486 3.41515002985176e-05 0.000244085773119676 3.30643623051486e-05 3.93533666608718e-05 3.47083061239628e-05 6.13537648931082e-05 2.58812121071021e-05
"sscortex.37" 0.0432888578587829 0.156830084173621 0.742861060176304 6.55427141966213e-05 0.0439850706017118 0.000382369528175871 0.000444935053826451 0.0105935891353932 0.00152546581496483 2.3024943023153e-05
"ca1hippocampus.17" 0.0844629837830746 0.116071732113114 0.764710436959897 0.00039681573592386 0.0331845863410042 0.000807134251194531 3.53300414013109e-05 3.28696650434177e-05 0.000280779620201491 1.73314891458544e-05
"ca1hippocampus.18" 0.527185359013203 0.00137458865951806 0.399221884050337 1.77673438986313e-05 0.072049991283789 2.27583985190304e-05 3.79452086810047e-05 3.76655686769196e-05 3.84614252638742e-05 1.35790481139659e-05
"sscortex.38" 0.00653388021769807 0.197995426441503 0.718081296422761 2.30392386940727e-05 0.0745858610891016 2.14135060603771e-05 9.20549040945793e-05 0.00257720017191896 6.9710602300991e-05 2.0117405867392e-05
"sscortex.39" 0.0522539033631092 0.0266616757021672 0.876151320158367 3.02804493897438e-05 0.0441955683356307 7.01660139820117e-05 8.62812054707501e-05 6.42164061075957e-05 0.000474009491095968 1.25788746800786e-05
"sscortex.40" 4.04986758860527e-05 0.183751677878485 0.773960380137574 4.92748548036197e-05 0.0408769660647883 2.47543149670558e-05 3.02263420171765e-05 0.00116913592541728 7.24831943586006e-05 2.46026117026497e-05
"sscortex.41" 0.0426543801186104 0.042004739162966 0.870030079224301 9.63609443875697e-05 0.042377632101247 0.00020413782507389 4.95866507159406e-05 0.000891056998585076 0.00166986020220242 2.2166771910233e-05
"sscortex.42" 0.000209619149043388 0.22527726351242 0.74833614792026 6.70345656097161e-05 0.0237136212605864 5.27969157427207e-05 0.000285713433680933 0.00195243639786195 5.53305589613507e-05 5.00362858326523e-05
"sscortex.43" 0.0260790498248552 0.0543352858346629 0.898457305427461 1.38523913303033e-05 0.0206173302090802 1.17259371762776e-05 2.10273923111041e-05 0.000440518019569021 1.57935182915314e-05 8.1114452629515e-06
"sscortex.44" 0.00025879632308324 0.153195711734737 0.79395799243434 0.000569648156014549 0.0505646894939915 0.0012286419392897 2.95819896844268e-05 3.53593723987127e-05 0.000146160228375474 1.34183280860233e-05
"sscortex.45" 9.56083500241325e-05 0.1399233036962 0.816560437741148 3.12452242299679e-05 0.0423073188918446 2.47201461049816e-05 8.08457388943297e-05 0.000909231918797639 3.41022323331496e-05 3.31860604233801e-05
"sscortex.46" 0.000203251680952212 0.249734510397344 0.704927045789683 0.00246404503409439 0.042419263501414 2.20660002944712e-05 3.9540785226441e-05 0.000125964201036091 4.95114174134132e-05 1.48011925418724e-05
"sscortex.47" 0.020217508429271 0.164601677899792 0.791436455902926 2.0497681392083e-05 0.0232768513052912 1.3048794365618e-05 2.09218714397445e-05 2.040460494735e-05 0.000383475961624402 9.15754895141473e-06
"sscortex.48" 0.0272294491261909 0.133061848458828 0.77181923323912 1.5771243714616e-05 0.0677009371916539 1.37802341141979e-05 3.68617458844925e-05 6.88771127364625e-05 4.25829474696731e-05 1.06587002880983e-05
"ca1hippocampus.19" 0.153366087609961 0.000142498945189232 0.824861344959198 4.47887604612973e-05 0.0180666762793429 4.5650005162694e-05 0.000170281170565754 6.42146063698009e-05 0.00321857024868106 1.98874150684183e-05
"sscortex.49" 0.0023160281827205 0.197277160251966 0.736671913294654 0.000138853770612357 0.0600827478591175 5.60733214599894e-05 0.000276496412712137 0.000957034165726245 0.00220631218803821 1.73805529929151e-05
"sscortex.50" 0.200487753006932 3.25438954274598e-05 0.782013721044738 0.000118417973908302 0.0137791652778698 0.000115403664161603 4.20531144702253e-05 0.00245540556446184 0.00093816819597667 1.73682620542471e-05
"sscortex.51" 0.0175917976603946 0.172515416422732 0.787054530609056 0.000148855581311832 0.0221479272468817 0.000272746755687803 8.17214875462622e-05 8.47711565999706e-05 7.66530230907981e-05 2.55800566997164e-05
"sscortex.52" 0.193047321271982 0.00720906764452889 0.781801910161876 2.66618159350951e-05 0.0177652135084183 1.89161845006554e-05 4.29158714599696e-05 2.30592261050883e-05 4.9889266888827e-05 1.50450483056305e-05
"sscortex.53" 0.150958939787451 0.0266818359167884 0.800851035985729 7.21867322028681e-05 0.018828252948216 8.90534159044771e-05 0.00223868099316185 0.000184132297015517 7.43241048416292e-05 2.15578186891032e-05
"sscortex.54" 0.216354214140381 7.98839508378236e-05 0.779260472624609 1.91137848730426e-05 0.00372636864195062 1.58420630768645e-05 6.24577189695492e-05 0.000197966786393489 0.00027572532050134 7.95496840747367e-06
"sscortex.55" 0.117236508179093 0.0966099134537514 0.767907307813144 3.35789533067372e-05 0.017632027837297 2.22123150867178e-05 5.45033978645043e-05 0.000397476698366205 8.66069067640733e-05 1.98644453260991e-05
"sscortex.56" 0.199834419424606 0.00264263032025041 0.743913666703746 2.63021149745708e-05 0.0522693061074817 3.04487402648408e-05 5.55056778887978e-05 7.23783386292345e-05 0.00113775614346698 1.75864286909892e-05
"sscortex.57" 0.26787731518875 8.20995004953675e-05 0.722657103541227 1.73103666098467e-05 0.00923434338232343 1.50997260568092e-05 2.34348844074798e-05 5.31369515064038e-05 2.94537843569802e-05 1.07026742666764e-05
"sscortex.58" 0.145563578226294 0.0952800426280739 0.756606393931428 3.22169434623969e-05 0.00217093986832152 2.28345009064412e-05 5.25843856417144e-05 0.000218719439873963 3.85445874280446e-05 1.41454885701369e-05
"sscortex.59" 0.0581637973586454 0.163046927297746 0.750797904361732 6.17004320079045e-05 0.0271250154314783 0.00016935202725201 0.000556073833574945 3.18934242505311e-05 3.17070937159896e-05 1.56287395960197e-05
"sscortex.60" 0.329793977069054 0.0150175599600733 0.599891802016145 3.48247100500229e-05 0.0540083620746722 2.15091021948283e-05 0.000966074538927954 3.84979167890376e-05 0.000202035974330305 2.5356637762623e-05
"sscortex.61" 0.16306805468784 0.00993106732682971 0.798561828426154 3.60147369698958e-05 0.0273000494696681 2.85467775981241e-05 0.000275431515616095 3.35563338467059e-05 0.000749942125518985 1.55085999584574e-05
"sscortex.62" 0.181483199372719 0.0534295218366934 0.750379329134389 4.06793948611058e-05 0.0129817995736271 2.61412821589973e-05 0.000229417939812053 0.00133722623965737 6.51071176709239e-05 2.75781084103317e-05
"sscortex.63" 0.0951179451981203 0.0177688139729979 0.858490483623083 9.23404276077091e-05 0.0274422478620933 5.68672055391539e-05 0.000283468916463763 4.31869347821713e-05 0.000672150857918742 3.24950013939504e-05
"sscortex.64" 0.0790648352559316 0.223082330878767 0.650768142039689 0.000390372889031379 0.0454486659283796 0.00106012812578544 2.62855763383533e-05 7.49215678280907e-05 6.79742040834912e-05 1.63435341658936e-05
"sscortex.65" 0.102683820829023 0.168413545542888 0.693277725813113 2.20768348363195e-05 0.0354897435620838 1.63271395940518e-05 2.3469265558041e-05 3.45554454057393e-05 2.64258242969245e-05 1.23097432005085e-05
"sscortex.66" 0.140121936209301 0.00938677632902117 0.833119905029224 0.000237113263975577 0.0168560188517443 4.49235912129203e-05 3.9072934775478e-05 2.54437038069351e-05 0.000150712861285573 1.80972256528306e-05
"sscortex.67" 0.17417949246307 0.00583076917394676 0.794645907686034 2.80613838122463e-05 0.0224213629243549 2.48710805168227e-05 0.00192015363605399 0.000870158624366477 6.12005361530315e-05 1.80224916918224e-05
"sscortex.68" 0.114524686319093 0.102178381612038 0.757001594285373 0.000342374323694509 0.024687833439963 1.9098468295352e-05 3.39518619103192e-05 0.00116364284123033 3.73810675168275e-05 1.10557808867878e-05
"sscortex.69" 0.246445063519024 0.00996303858025781 0.709642277532387 3.14410737599277e-05 0.0332252175733078 2.71384563964141e-05 0.000576913810748327 3.31495888867337e-05 3.62113110092007e-05 1.95485542224165e-05
"sscortex.70" 0.0801489638379304 0.161618570716681 0.702973851414196 3.40147416835228e-05 0.054869257742481 0.000155970683872062 2.55890206419173e-05 2.33592068988371e-05 0.000136369659497499 1.40529761184226e-05
"sscortex.71" 0.155486248261706 0.0377975725130974 0.76767741038518 1.80048925085091e-05 0.0381701594361315 2.55664048743826e-05 0.000738627774639702 2.35672008336443e-05 5.18619276931294e-05 1.09812033357083e-05
"sscortex.72" 0.155054323287992 0.0328285620922086 0.779589879124405 2.06767023175268e-05 0.0323975931573785 1.92110214076981e-05 3.40283293499503e-05 1.81942210521598e-05 2.42854520818504e-05 1.32466118069825e-05
"sscortex.73" 0.03516157841311 0.168051547411598 0.729247738334033 0.000195502408197695 0.0672400763551141 1.45705254750886e-05 3.23341383986231e-05 2.35684473108766e-05 2.03034789884681e-05 1.27804877742076e-05
"sscortex.74" 0.169648782201237 7.73401549298776e-05 0.805023992486612 1.13362465366327e-05 0.0237654967428729 1.30134744932505e-05 0.00138155044443195 2.28530758117856e-05 2.3336438067495e-05 3.22987350069175e-05
"sscortex.75" 0.0772888031340443 0.167377376668889 0.625515998888874 0.00030969970935004 0.0772447245882787 0.00433522317718885 0.0105934999268796 0.0282981362829764 0.00900136322524598 3.51743982738776e-05
"sscortex.76" 0.0947310191516546 0.143282536462563 0.709011650219726 0.000177625521340499 0.0512644291843543 8.87687062754835e-05 2.56950669038537e-05 2.25682820654319e-05 0.00138242984199165 1.32775631259252e-05
"sscortex.77" 3.32666473430184e-05 0.487372604207288 0.415556949855996 0.00399501085297192 0.0874498388714207 0.00236294719285563 5.96292736391361e-05 0.0017803241563594 0.00136129547882506 2.81334633007439e-05
"ca1hippocampus.20" 4.41517352290901e-05 0.299295218631453 0.667605124238617 1.52135708301539e-05 0.0328100740809876 7.98359296213152e-06 0.000166686703663177 3.28152668402557e-05 8.89928901020489e-06 1.38328904073341e-05
"sscortex.78" 4.45579056658325e-05 0.234985947126537 0.627288366714214 0.000668756580543937 0.0696813439204146 6.41962507865726e-05 0.00845518521883208 0.0586968913634733 8.30724138917811e-05 3.16825056411465e-05
"sscortex.79" 1.55674833532304e-05 0.265399757599056 0.643815693212606 0.018733705314777 0.0572369167611291 0.00373621696229922 0.00110510894089581 0.00925526094968557 2.35463479591284e-05 0.000678226428238904
"ca1hippocampus.21" 1.25701823353323e-05 0.356300368592354 0.595868289878952 3.85122212456042e-05 0.0450227802697043 1.22275837995342e-05 0.00261023896861489 6.72761954793718e-05 1.60202563852846e-05 5.17158511301218e-05
"ca1hippocampus.22" 1.12443483958032e-05 0.256229334443802 0.666324805571129 2.06913113087317e-05 0.0168371893050689 9.72579189497375e-06 2.06072896089647e-05 0.0605257215409631 9.12191235423356e-06 1.15584854749654e-05
"sscortex.80" 1.01095142016429e-05 0.294631868631801 0.550423233473581 0.0866446742078749 0.0309103306112873 0.0364472148652418 0.00068088089662461 0.000177334433181902 1.91102212699893e-05 5.52431449355186e-05
"sscortex.81" 0.0254408805840923 0.202257710638292 0.698477398761421 6.2175660838547e-05 0.0723008254660442 2.65257662143986e-05 0.00011361796397742 7.75671951354484e-05 3.58866498273669e-05 0.00120741131415681
"sscortex.82" 1.96279755597006e-05 0.250253191334084 0.517822103184128 0.1309736484043 0.0146780832131377 0.0680868710613408 0.0155315110969821 0.00221411759299048 3.15622941845512e-05 0.000389283843292753
"sscortex.83" 1.51314419684149e-05 0.389982387721979 0.564959743551595 0.0224746022358963 0.00403199189818686 0.000427391681594931 0.0180036108919075 3.49207613001315e-05 2.47896507587627e-05 4.54301648126127e-05
"ca1hippocampus.23" 0.0056163603035165 0.308094408093481 0.3924145533236 0.000378461530698826 0.0343953755238397 2.2933490228188e-05 0.0520687953571861 0.20678475752073 0.000121575569945675 0.000102779286772889
"ca1hippocampus.24" 2.5038006454256e-05 0.445332486625477 0.530924519513387 0.000100642291025256 0.0219983554776504 4.34581889628969e-05 6.55885673047539e-05 0.00144043271586237 2.26144887951105e-05 4.68641250806406e-05
"ca1hippocampus.25" 1.25189542580978e-05 0.472673908047257 0.501147279661015 0.000483833863551971 0.0233753576318978 5.74709174721838e-05 4.36267408670338e-05 0.00218806837831129 1.04658114152042e-05 7.46999395471748e-06
"ca1hippocampus.26" 9.9476230336139e-05 0.283813564213698 0.668447133866939 0.000225504391345715 0.0472131480978813 2.76163945016673e-05 4.98455987726906e-05 6.01870857178074e-05 4.91729551459987e-05 1.43511656619175e-05
"ca1hippocampus.27" 0.00985474715383304 0.522576322979604 0.445455952853919 0.000190888808446813 0.0217869972812669 2.37016117397719e-05 3.44868158206524e-05 2.24939377271897e-05 3.73073727771845e-05 1.71011848654932e-05
"ca1hippocampus.28" 0.00945349048448543 0.199911346256275 0.772182691113134 2.76567515715031e-05 0.0181425490358224 1.02870741459393e-05 1.4793052653002e-05 5.13555178343005e-05 0.000198428762087184 7.40195199123725e-06
"sscortex.84" 0.0378849675239538 0.499392718186708 0.427615248906642 0.00106202708665841 0.033847750385086 2.46035850382244e-05 3.99037674469897e-05 7.02979163039147e-05 4.95146270869376e-05 1.29680150762667e-05
"ca1hippocampus.29" 0.00359111218432789 0.467696118369765 0.515223424886141 0.000293180688277496 0.012430716678862 2.991455786907e-05 5.47815406592171e-05 7.91121787137529e-05 0.000566230072274843 3.54088431093848e-05
"sscortex.85" 0.000373366917678808 0.377909654471113 0.248847524962223 0.191996925159946 0.0678009014023098 0.108817996425493 0.00254263494624322 0.00159476466891389 9.85325178733828e-05 1.76985282056794e-05
"ca1hippocampus.30" 0.052203030681321 0.12817932659436 0.819170609953535 2.82328910793511e-05 3.68733440474499e-05 0.000260333133949923 4.1500454102633e-05 2.49613895661657e-05 3.68389677287014e-05 1.82925903096849e-05
"ca1hippocampus.31" 5.22888013336808e-05 0.457537693722244 0.460477660075688 4.69503656290722e-05 0.0261853838388255 2.26592992466708e-05 0.055597199920944 3.49254991240227e-05 2.78712597180387e-05 1.73672172469731e-05
"sscortex.86" 0.169023454243136 0.309131763000565 0.393911715526443 0.00127517297025613 0.122396103882675 0.00100701598670362 4.10857370348031e-05 4.91797037175761e-05 0.00314665373834586 1.78552111225045e-05
"sscortex.87" 0.000799126119587866 0.222150461159903 0.560508930945746 0.075016365358657 0.0604525763633317 0.0801980811904821 0.000732336927343643 3.7828683756313e-05 8.5864039507869e-05 1.84292116843566e-05
"ca1hippocampus.32" 0.0471606372138302 0.0938462978855184 0.838126362872475 0.000568642543064269 0.0201134338556666 3.01739175796632e-05 5.27498584856592e-05 2.24277105462044e-05 5.7916895910258e-05 2.13572469236747e-05
"ca1hippocampus.33" 0.0941693390063088 0.15833163192987 0.730039893716709 0.000276000006596126 0.0165369915775123 3.62556246080761e-05 4.99696315170822e-05 0.000321857632577685 0.000207859946937346 3.02009273629923e-05
"ca1hippocampus.34" 0.102467235393184 0.12915510000913 0.75471559350127 6.97536929407848e-05 0.0132490824812439 4.845412646701e-05 3.5349085645347e-05 2.18664965734997e-05 9.40490697719517e-05 0.0001435161437727
"ca1hippocampus.35" 0.0811554021052075 0.137786138284976 0.765993881762814 3.02255810754289e-05 0.0123019594592352 2.31085232328984e-05 3.45255929281416e-05 0.000473938818580247 0.00218753083576935 1.32890361817846e-05
"ca1hippocampus.36" 5.41574113154673e-05 0.388700070493465 0.590779955392039 0.000800132139349461 0.0195365342523559 3.7711266607993e-05 2.72623982269674e-05 2.28046587423473e-05 2.4923715085157e-05 1.64482728130249e-05
"ca1hippocampus.37" 0.172756489253462 0.179960724640339 0.456768427837611 0.0631940446631342 0.0234957479958952 0.0442157286979512 0.00374309906098727 0.0553098277058727 0.000327142235488737 0.00022876790925879
"sscortex.88" 0.184329935575537 0.315831022664839 0.389886871306874 0.00642064408971544 0.0973211100775634 0.000639281802551663 0.00172888001280678 0.000450777130563299 0.00321900027580711 0.000172477063742372
"sscortex.89" 5.68464965430807e-05 0.365883208639739 0.53596531752267 0.0049292859140171 0.0102879784882679 8.27050138134195e-05 0.0825390698491127 0.000121035020412218 9.3325112474248e-05 4.1227942949893e-05
"ca1hippocampus.38" 4.96736459162045e-05 0.556934704597689 0.420029979896359 0.000283276936318345 0.0207423205127734 1.68638206149114e-05 0.00049626916633534 0.0012331744739055 0.000200871135436021 1.28658146520144e-05
"sscortex.90" 0.0171794469527472 0.453700315046429 0.305598271572823 0.00324077143804077 0.0727865393345816 0.00153999616519419 0.00159220661060967 0.141437423427386 0.00269700563868655 0.000228023813501813
